1 1167 1
2 19748 1
3 33610 -1
4 26818 -1
5 6654 -1
6 13306 1
7 17079 -1
8 41725 -1
9 41658 -1
10 15678 -1
11 17168 -1
12 40461 1
13 10363 -1
14 40148 -1
15 4716 1
16 33609 -1
17 31339 -1
18 34152 1
19 8006 -1
20 22659 1
21 23870 1
22 3329 -1
23 10361 -1
24 40103 -1
25 20635 1
26 13369 -1
27 25705 -1
28 13682 1
29 7886 -1
30 3330 -1
31 12370 -1
32 39756 1
33 40101 -1
34 37867 -1
35 13795 -1
36 18356 -1
37 31345 -1
38 13339 -1
39 31344 1
40 13296 -1
41 41661 1
42 11336 -1
43 14898 -1
44 38289 1
45 38627 -1
46 16668 1
47 25202 -1
48 6500 -1
49 13685 1
50 7933 -1
51 31346 -1
52 13288 1
53 8003 1
54 13246 1
55 10799 1
56 5641 1
57 39167 -1
58 38626 -1
59 11819 1
60 13943 -1
61 25077 1
62 19681 1
63 7764 -1
64 8389 1
65 32409 -1
66 20699 1
67 31820 -1
68 36784 1
69 21694 -1
70 38152 -1
71 21508 1
72 40406 -1
73 14907 -1
74 12376 1
75 14904 -1
76 3266 1
77 39834 -1
78 12012 1
79 39164 -1
80 25234 1
81 29103 -1
82 3801 1
83 36632 -1
84 13671 1
85 11645 1
86 34177 1
87 18358 -1
88 8384 -1
89 31902 1
90 18348 -1
91 31896 -1
92 20211 -1
93 21697 -1
94 11071 -1
95 15682 -1
96 13348 -1
97 23949 -1
98 17660 -1
99 29110 -1
100 12536 1
101 22585 -1
102 4874 1
103 17700 -1
104 14586 1
105 11448 -1
106 35908 -1
107 24416 -1
108 20935 -1
109 1243 1
110 28080 1
111 25701 -1
112 28079 1
113 32408 -1
114 31199 -1
115 23044 -1
116 31905 1
117 16121 -1
118 38151 -1
119 20209 -1
120 21692 -1
121 13342 -1
122 25505 1
123 40411 -1
124 25511 1
125 40405 -1
126 5883 -1
127 12818 -1
128 1169 1
129 38771 -1
130 12535 1
131 35406 -1
132 40386 1
133 29909 -1
134 30231 -1
135 26171 1
136 35402 -1
137 25228 1
138 41408 1
139 33574 1
140 24412 -1
141 11956 -1
142 7879 1
143 30784 -1
144 22298 -1
145 20498 -1
146 38765 1
147 15756 1
148 20693 1
149 30541 -1
150 15169 1
151 37718 -1
152 13241 1
153 30556 -1
154 31963 1
155 12939 -1
156 30461 -1
157 11072 1
158 25206 -1
159 33791 1
160 41564 -1
161 15511 1
162 15973 -1
163 7896 -1
164 38946 -1
165 21353 -1
166 24121 -1
167 19811 1
168 29791 -1
169 1173 1
170 11164 -1
171 2290 1
172 16408 -1
173 30418 -1
174 21742 1
175 26141 -1
176 29111 -1
177 11438 -1
178 38193 -1
179 35403 -1
180 35822 -1
181 22177 1
182 3888 -1
183 17108 1
184 29182 -1
185 11954 -1
186 35056 -1
187 11664 1
188 30396 -1
189 34435 -1
190 30542 -1
191 34430 -1
192 14241 -1
193 6629 -1
194 28289 1
195 3763 -1
196 25217 -1
197 41247 -1
198 23174 1
199 3764 -1
200 11615 1
201 17658 -1
202 11215 1
203 5884 -1
204 15509 1
205 3307 -1
206 3309 -1
207 12814 -1
208 13350 1
209 11149 -1
210 12813 -1
211 29900 -1
212 29902 -1
213 14934 1
214 33446 -1
215 19197 1
216 10420 -1
217 17704 1
218 29509 -1
219 12527 1
220 14449 1
221 29535 -1
222 24935 1
223 13398 -1
224 15644 1
225 37163 1
226 38200 -1
227 3812 1
228 37668 -1
229 22181 1
230 15642 -1
231 24702 1
232 29129 -1
233 17096 1
234 3212 -1
235 3210 1
236 20962 -1
237 19911 1
238 10654 1
239 19889 -1
240 33899 -1
241 34176 -1
242 34415 -1
243 32327 1
244 39678 1
245 19630 -1
246 18116 1
247 18125 -1
248 34715 1
249 18124 -1
250 18876 -1
251 27334 -1
252 21352 1
253 30460 -1
254 38154 1
255 29789 -1
256 15968 -1
257 40467 1
258 13349 -1
259 38941 1
260 10408 -1
261 26347 1
262 21335 -1
263 25118 1
264 8024 -1
265 17659 1
266 10371 -1
267 1170 1
268 39703 -1
269 5555 1
270 19333 -1
271 22586 1
272 5441 1
273 5442 1
274 33445 -1
275 32208 1
276 34039 1
277 14450 1
278 30367 1
279 30851 -1
280 13599 1
281 38197 -1
282 39499 1
283 20956 -1
284 2872 1
285 33699 -1
286 20961 1
287 18743 -1
288 29533 -1
289 21874 -1
290 11939 -1
291 10659 1
292 21939 -1
293 37721 1
294 34128 -1
295 33440 1
296 33487 1
297 16931 1
298 16929 -1
299 14212 1
300 17744 -1
301 11469 1
302 28705 -1
303 9950 1
304 3762 -1
305 18879 -1
306 33213 1
307 25212 -1
308 11617 1
309 38945 -1
310 11235 1
311 6592 -1
312 3310 -1
313 36598 1
314 3311 -1
315 4747 1
316 17661 -1
317 24420 1
318 33939 -1
319 4743 1
320 19817 -1
321 17202 1
322 35993 -1
323 14947 1
324 6708 -1
325 5553 1
326 35995 -1
327 29792 -1
328 5440 1
329 23395 -1
330 20914 1
331 29944 -1
332 29606 1
333 30361 -1
334 20919 1
335 30230 -1
336 24936 1
337 6489 -1
338 10910 1
339 30849 -1
340 3814 1
341 30359 -1
342 13598 1
343 29536 -1
344 29494 1
345 33698 -1
346 2870 1
347 30398 -1
348 10432 1
349 22887 1
350 3213 -1
351 32765 1
352 28784 -1
353 10657 1
354 18752 -1
355 29930 1
356 11464 1
357 34198 1
358 16928 -1
359 8217 1
360 13344 -1
361 8216 -1
362 22780 1
363 6588 -1
364 16125 1
365 8172 -1
366 38943 -1
367 13840 1
368 38942 -1
369 41171 1
370 10304 -1
371 11222 1
372 21342 -1
373 29903 1
374 29947 -1
375 4745 1
376 41089 -1
377 41085 1
378 19807 -1
379 24937 1
380 23831 -1
381 29743 1
382 39218 -1
383 37306 1
384 33447 -1
385 4727 1
386 35578 -1
387 13600 1
388 29946 -1
389 35397 -1
390 12026 1
391 39866 -1
392 3818 1
393 24391 -1
394 3817 1
395 37343 -1
396 10911 1
397 37672 -1
398 23260 1
399 24395 -1
400 19338 1
401 3215 -1
402 4377 -1
403 30397 -1
404 41712 -1
405 26001 1
406 30392 -1
407 3175 -1
408 3662 1
409 22972 1
410 29688 -1
411 23691 -1
412 41413 -1
413 18006 -1
414 41411 1
415 19476 -1
416 19431 -1
417 16144 1
418 11155 -1
419 33295 1
420 10303 -1
421 6375 1
422 41141 -1
423 41170 1
424 18442 -1
425 41175 1
426 19200 -1
427 14396 1
428 758 -1
429 13824 1
430 27824 -1
431 13816 1
432 23836 -1
433 29516 1
434 27823 -1
435 25250 -1
436 13254 1
437 19820 -1
438 4729 1
439 35399 -1
440 13597 1
441 19298 -1
442 3703 1
443 35577 -1
444 33695 -1
445 3819 1
446 26805 -1
447 10915 1
448 33692 -1
449 35823 1
450 24388 -1
451 22877 1
452 33697 -1
453 9758 1
454 29605 -1
455 4381 1
456 37782 -1
457 11496 1
458 11899 1
459 25286 -1
460 13310 -1
461 3178 1
462 37338 -1
463 19625 -1
464 26264 -1
465 12748 1
466 18007 -1
467 22786 -1
468 27576 1
469 26255 -1
470 4404 1
471 6419 -1
472 23646 -1
473 19634 -1
474 19483 1
475 8171 -1
476 13843 1
477 1825 -1
478 33216 1
479 33251 -1
480 12641 1
481 10306 -1
482 17351 1
483 13395 -1
484 36613 1
485 33938 -1
486 40990 1
487 23842 -1
488 41092 1
489 757 -1
490 40657 1
491 754 -1
492 2394 1
493 19331 -1
494 10874 1
495 25245 -1
496 10881 1
497 39217 -1
498 7510 1
499 29780 -1
500 4725 1
501 25255 -1
502 39110 1
503 41757 -1
504 10905 1
505 18228 -1
506 2818 1
507 33694 -1
508 2817 1
509 23403 -1
510 23255 1
511 29603 -1
512 37783 -1
513 19900 -1
514 25278 -1
515 41756 1
516 37851 -1
517 11503 1
518 12031 -1
519 37384 -1
520 37336 -1
521 15750 -1
522 11691 -1
523 11692 -1
524 19284 1
525 19860 1
526 27992 1
