387069.250989694,3738495.9479707
386534.410867011,3738602.75337443
386570.919152928,3737417.01654423
386879.71140959,3737639.4010967
387165.117771344,3737691.67973384
387314.816806232,3738442.54839596
386443.271631732,3738231.89502604
386697.433946805,3738417.07337819
387024.550587619,3738308.92159676
387313.767375209,3738066.35646194
386521.764654317,3737749.13446314
386888.041355913,3738030.9285623
387040.515676307,3737850.09735824
386537.535441552,3737377.63951079
386880.930718712,3737494.88651446
387233.075827721,3737610.76412358
386592.375401695,3737120.26501515
386931.751943454,3737016.30441785
387186.02209041,3737296.53101287
386543.388606226,3736780.96612843
386856.778764492,3736913.62398075
387191.882664692,3736956.59460015
386344.511690742,3738576.87751665
386630.161729572,3738691.69411066
386905.065482877,3738669.26996849
387053.088494277,3738778.7311329
387281.714638585,3738668.9766978
387406.426519337,3738335.02257011
386912.588977293,3737761.61657886
386496.284131718,3738344.65815416
386490.29558426,3738324.40874668
387168.887083416,3738072.48998507
386736.877339355,3738040.16057428
386944.104358665,3737986.22551068
387119.89105028,3738127.99325808
387114.969605436,3738104.95374763
386537.59889865,3737813.56735826
386615.427757373,3737735.44923745
386784.694020629,3737715.6057501
166021.443179332,0
386530.834294113,3738277.10932502
387238.235431846,3737794.61260843
386383.959789082,3737574.18884157
386207.244855702,3737483.36906692
386844.486877406,3737460.42221999
166021.443179332,0
386840.160720928,3737124.58845434
387079.377939363,3737154.9452201
387380.261543776,3737280.36521455
386692.150649499,3737441.72329346
386348.735355951,3737338.00743757
386215.938061218,3737301.04099264
385129.989709317,3736759.35343761
384690.85547062,3737241.70470715
385204.933200601,3736802.03789566
166021.443179332,0
166021.443179332,0
384505.045338346,3736174.31082252
384695.459572325,3735903.64933247
384870.363095975,3736703.4323883
384301.17818176,3737644.56653483
384233.378610887,3737894.80584459
384380.957304329,3738035.81339483
384502.551028974,3736032.42795736
385189.861962905,3736107.99976446
384687.518603545,3736641.76771498
384457.822857888,3737175.29369755
384703.153902439,3736287.46126912
384665.229475165,3736505.95618901
384953.960528022,3736729.30720564
385052.949735905,3736096.18858006
384935.106107454,3736314.69526817
385162.635049097,3736271.43283428
384806.309208673,3736687.40985636
384360.330959705,3737375.41666157
384689.501438341,3736541.83727196
166021.443179332,0
166021.443179332,0
384403.514692917,3738014.56893545
166021.443179332,0
385015.547735735,3736742.88403807
384306.390259549,3737661.80906717
384323.553202588,3737664.55789146
385279.500023551,3736455.82407297
385290.424738792,3736448.46281618
384941.622852263,3736428.28119704
384936.164236401,3736716.00072054
385054.289845892,3736764.42466496
384612.159480962,3737192.13264631
384468.676307505,3737339.95243662
166021.443179332,0
166021.443179332,0
384352.27855775,3737469.77277376
384386.692128826,3737877.56175317
384553.309162056,3738051.77839147
386287.004844844,3736672.01311897
387525.158579385,3737051.18638439
166021.443179332,0
166021.443179332,0
385340.516880364,3738119.29746092
385286.001756066,3736789.34827875
385635.118637539,3736354.23802241
385437.734336246,3736605.72925282
385095.40755738,3737396.6018872
385066.132289645,3737538.0677226
385089.736253363,3737546.82201451
